,building_name,sold_price,building_beds,building_baths,redfin_estimates,building_location,property_type,property_size,walking_score,transit_score,bike_score,building_description,building_website
249,406 Colon Ave,"497,500",3,2,"534,023","Staten Island,NY",Multi-Family (2-4 Unit),"2,121 ",60.0,62.0,48.0,"""Public Remarks: Immaculately clean 3 br semi in the heart of Great Kills. Don't be deceived by the exterior - this home is much bigger than it appears! Upon entering, down one level to a family room with 3/4 bath as well as separate area that can be used as an office, play room, or just additional storage. Ground level offers formal living room, with a separate dining room just a few steps away. Eat in kitchen w/ sliders to deck and maintenance free yard, great for easy entertaining! Back inside, upper level has master br, full bath, plus 2 additional bedrooms. Beautiful gleaming hardwood floors throughout. Nothing to do - just move right in! Minutes to shopping and steps to transportation, this home has all you need. Don't miss out - call now for your showing!""",https://www.redfin.com/NY/Staten-Island/406-Colon-Ave-10308/home/56106972
250,24 Dartmouth Loop,"600,000",3,4,"624,015","Staten Island,NY",Multi-Family (2-4 Unit),"1,820 ",83.0,68.0,60.0,"""Public Remarks: Featuring a beautiful stone and stucco facade, this 2 family townhouse is located in a secluded community in prime New Dorp. Close to shopping, transportation, and the beach, the main unit features hardwood floors, an eat-in  kitchen with sliders to the backyard, new SS appliances, 2.5 newly renovated bathrooms, a master suite with walk in closet and private bath, and 2 additional bedrooms. The first level is home to a garage and a studio apartment. Home is a must see!""",https://www.redfin.com/NY/Staten-Island/24-Dartmouth-Loop-10306/home/56114592
251,114 Parkview Loop,"367,500",3,2,"406,991","Staten Island,NY",Condo/Co-op,,85.0,59.0,55.0,"""Public Remarks: Great 3 Bedroom condo near shopping and transportation. Home is located in a private section of the community and is an end unit. Assigned Parking comes with unit plus plenty of street parking. In light of the current situation, please see 3D virtual tour.""",https://www.redfin.com/NY/Staten-Island/114-Parkview-Loop-10314/home/56106204
252,203 Norway Ave,"560,000",3,3,"581,148","Staten Island,NY",Single Family Residential,,70.0,68.0,51.0,"""Public Remarks: Brand new 1 family semi-attached located in convenient South Beach. Super convenient to the Verrazano Bridge and public transportation this home features a full finished basement, 3/4 bath, utility room and laundry room. The first floor consists of a living room, dining room, 1/2 bath, eat in kitchen with sliding glass doors that lead out to the deck. The second level has 3 bedrooms and a full bath.""",https://www.redfin.com/NY/Staten-Island/203-Norway-Ave-10305/home/167053588
253,68 Upton St,"677,500",,,"613,283","Staten Island,NY",Single Family Residential,"8,000 ",44.0,65.0,22.0,"""Public Remarks: THIS IS A LAND LISTING. DO NOT ENTER BUILDING.""",https://www.redfin.com/NY/Staten-Island/68-Upton-St-10304/home/56059895
254,40 Sweetgum Ln,"628,000",3,3,"650,852","Staten Island,NY",Single Family Residential,"2,038 ",23.0,56.0,44.0,"""Public Remarks: Excellent condition, 5 year old, 3 bedroom townhouse in beautiful Rockland Square. Features spacious Living room/dining room combo, large eat-in-kitchen with granite counter top and sliding glass door to paved backyard. Master suite with full bath  &  walk in closet, 2 more bedrooms and full bath. House was upgraded with wood flooring, and crown molding. close to shopping and transportation.""",https://www.redfin.com/NY/Staten-Island/40-Sweetgum-Ln-10314/home/59311400
255,219-27 143 Rd,"565,000",5,2.5,"591,635","Springfield Gdns,NY",Single Family Residential,"4,000 ",60.0,65.0,57.0,"""This is a 100% dream home. Beautiful colonial sitting a a huge lot w/ private driveway & detached garage. Huge space for entertaining. Newly renovated Island Kitchen w/Beautiful Appliances. Formal Dining Room, Lovely Living Room. 2nd Fl has wonderful bathroom, 3 bedrooms. FULL FINISHED BASEMENT W/ LIVING ROOM, 2 BEDROOMS FULL BATHROOM. Attic is huge, can be converted into extra bedroom/office/play area/storage. HUGE LOT SIZE AND BACKYARD AREA PERFECT FOR ENTERTAINING! Great location near shopping/restaurants/transportation. This house is amazing and will go fast you don't want to miss this.""",https://www.redfin.com/NY/Jamaica/219-27-143rd-Rd-11413/home/20691229
256,75 Amber St,"535,000",3,3,"586,303","Staten Island,NY",Single Family Residential,"2,600 ",55.0,63.0,50.0,"""Public Remarks: Owner says sell!! Present all reasonable offers!!   WELCOME HOME! EXTENSIVELY RENOVATED , FULLY LANDSCAPED WITH CURB APPEAL! SEMI WITH NEW ANDERSON WINDOWS , NEW TIMBERLINE LIFETIME ROOF, GRANITE KITCHEN, 6 ROOMS, 3 BEDROOMS, 2.5 BATHS, FINISHED BASEMENT, 3/4 BATH, FENCED IN YARD. PERGOLA 2 CAR DRIVEWAY""",https://www.redfin.com/NY/Staten-Island/75-Amber-St-10306/home/56083639
257,1521 Independence Ave Unit 1B,,1,1,"304,475","Brooklyn,NY",Condo/Co-op,,56.0,55.0,72.0,"""Dyker Park -1 Bedroom Co-op in Independence Gardens , 1st floor unit , This spacious one bedroom co-op on the first floor is nicely renovated. Beautiful kitchen with all stainless steel appliances includes refrigerator ,stove dishwasher and microwave over the stove , granite countertops compliment the cabinetry. Bathroom is newly renovated tiled with modern accents. There are plenty of closets and a washer/dryer combo unit .  Monthly maintenance of $567. includes heat, water / sewer , snow removal , garbage removal. Pet friendly. Wait list for parking . Transportation includes access to X28 X38 B8 B64 B1 buses and easy access to Belt Parkway  Present All Offers !!! Seller Motivated !!!""",https://www.redfin.com/NY/Brooklyn/1521-Independence-Ave-11228/unit-1B/home/40660354
258,9524 Fort Hamilton Pkwy #504,,1,1,"245,897","Brooklyn,NY",Condo/Co-op,,95.0,89.0,69.0,"""Turn-key, 1 Bedroom, on the fifth floor of a charming pre-war co-op, surrounded by parks and steps away from the 95th Street R-Train.    Upon walking into the apartment, you are welcomed with a charming living room drowned in sunlight, beautifully stained hardwood floors, high-hat lighting, and an open archway to the kitchen. The kitchen features beautiful tile work, recently updated cabinets, and is decked out with stainless steel appliances. The bedroom is large, can accommodate a king-sized bed, and is accessed through the corridor where you will also find a large double-sized closet and a recently revamped full bathroom.    Your low monthly maintenance includes Heat, Hot Water, and Real Estate Taxes. Building amenities include a newly installed, app-based, smart intercom system, elevator, laundry in the basement, and storage for an additional fee. The building is clean, well-maintained, and is currently undergoing exterior brick updates.    If you have any questions, please feel free to reach out, schedule a private tour, check out our virtual tour, or visit one of our frequent open houses!""",https://www.redfin.com/NY/Brooklyn/9524-Fort-Hamilton-Pkwy-11209/unit-504/home/40660496
259,1019 70 St,,5,2,"1,489,287","Brooklyn,NY",Multi-Family (2-4 Unit),"2,500 ",94.0,91.0,55.0,"""Welcome to Dyker Height!  This Amazing 2 family semi-detached house consists of 3 nicely sized bedrooms, open kitchen, living room, Dining room combo with additional office den.  The 2nd floor consists of 2 bedrooms, a nice open kitchen with a dining room and a living room combo, the living room also leads to the balcony in the front. Completely finished basement with open layout, updated tankless hot water on demand.  Building size 20x62 on the 1st floor and the basement, the 2nd floor is 20x56. A great move-in condition that was renovated only a few years ago. 2 car detached garage with more than 10 feet driveway.  Conveniently located near shopping, transportation, this house has everything that you looking for.""",https://www.redfin.com/NY/Brooklyn/1019-70th-St-11228/home/40811846
260,9707 4 Ave Unit 6K,,1,1,"368,785","Brooklyn,NY",Condo/Co-op,,93.0,89.0,69.0,"""Very large & beautifully renovated 1 bedroom co-op in a great doorman building in Bay Ridge. The building has a newly renovated lobby, 2 laundry rooms, a part time doorman, a gorgeous front garden decorated for every holiday, a garage with a wait list for parking AND its pet friendly too!   Monthly maintenance of $863 includes heat, real estate taxes, & gas.""",https://www.redfin.com/NY/Brooklyn/9707-4th-Ave-11209/unit-6K/home/102004106
261,105-34 75th St,"995,000",6,5,,"Ozone Park,NY",Multi-Family (2-4 Unit),,90.0,83.0,59.0,"""Remodeled to Perfection! This Beautiful Two Family House is a Fresh Fusion of Comfort and Charm located close to shopping and dining. It Features Living-Rooms, New Designer Kitchens W/ Granite Countertop, Stainless Steel Appliances, 6 Bedrooms, 5 Full Baths, Hardwood Floor, Private Driveway and Car Garage. Ideal Location Provides For Ease Of Access To Transportation And Additional Amenities.""",https://www.redfin.com/NY/Ozone-Park/10534-75th-St-11416/home/172504159
262,77-2 Regal Walk #104,"330,000",2,1,"384,556","Staten Island,NY",Condo/Co-op,,44.0,60.0,48.0,"""Public Remarks: You can move right into this fully renovated 2 bedroom condo located in the Graniteville section of Staten Island. This property features an open floor plan with 1,384 sq ft of spacious living space, living and dining combination, fireplace, 2 bedrooms, second bedroom located in huge loft, all new kitchen with updated stainless steel appliances, sliders with access to patio, brand new tile bath, other renovations include hardwood floors throughout, new hot water heater, windows and patio doors, property also features built-in one car garage and laundry area. Minutes to schools, shopping, many restaurants and transportation.""",https://www.redfin.com/NY/Staten-Island/77-Regal-Walk-10303/unit-104/home/56066019
263,111 Faber St,"235,000",3,1,"315,652","Staten Island,NY",Single Family Residential,"3,000 ",89.0,67.0,54.0,"""Public Remarks: Completely renovated North shore cape featuring 3 bedrooms, upgraded kitchen, and bathroom w/ granite countertops, and stainless steel appliances, Large lot make for great outdoor entertaining.""",https://www.redfin.com/NY/Staten-Island/111-Faber-St-10302/home/56112633
264,26 Windom Ave,"600,000",3,4,"681,719","Staten Island,NY",Single Family Residential,,77.0,65.0,73.0,"""Public Remarks: New Construction Single Family Home located in Arrochar! First floor features a huge living room, half bath, laundry room, kitchen/dining room with sliding door to deck and yard. Custom kitchen has granite countertop and backsplash plus stainless steel appliances. There's hardwood floors and 9ft ceilings throughout the 1st and 2nd floor. Second floor features a master bedroom suite with 3/4 bath, two additional spacious bedrooms, and full bath. Full finished basement with family room and 3/4 bath. Central A/C and heat. Buyer pays transfer tax, water metering survey. Property tax TBD by NYC Dept. of Finance.""",https://www.redfin.com/NY/Staten-Island/26-Windom-Ave-10305/home/77405219
265,37 Giordan Ct,"252,500",2,3,"381,502","Staten Island,NY",Single Family Residential,"1,125 ",52.0,55.0,33.0,"""Public Remarks: Perfect starter home for anyone willing to invest some sweat equity, hammer and paintbrush. Handyman special, priced to sell. Rare 2-BR, 3 Bathrooms house in a Coul-de-Sac with view of Kill van Cull and across from Richmond Terrace Park/Promenade; South facing bonus room with ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¾ bathroom and access to spacious and decked backyard; Priced to sell As-Is; 2 nd Level: Spacious LR with view of the Kill van Cull and newly created Richmond Terrace Park/Promenade; south-facing bright spacious Eat-in Kitchen and ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â½ Bathroom 3 rd Level: Master bedroom overlooking Kill van Cull, 2 nd BR, full bathroom with Skylight Directions: Richmond Terrace between Van Name and Van Pelt""",https://www.redfin.com/NY/Staten-Island/37-Giordan-Ct-10303/home/56093595
266,112-14 Colfax St,"475,000",3,2,"510,862","Queens Village,NY",Single Family Residential,"1,457 ",65.0,60.0,52.0,"""Full Finished Basement with OSE. 3 Bedrooms. 2 Full Bathrooms. Formal Dining Room.""",https://www.redfin.com/NY/Jamaica/112-14-Colfax-St-11429/home/20741654
267,145-01 106th Ave,"761,000",5,4,"787,116","Jamaica,NY",Multi-Family (2-4 Unit),"2,500 ",84.0,100.0,52.0,"""BEAUTIFUL LEGAL 2 FAMILY 3 BEDROOM OVER 2 BEDROOMS  FULL FINISHED BASEMENT 4  FULL BATHS""",https://www.redfin.com/NY/Jamaica/145-01-106th-Ave-11435/home/20759806
268,3016 153rd St,"1,438,000",6,5,"1,510,637","Flushing,NY",Multi-Family (2-4 Unit),"3,742 ",79.0,61.0,56.0,"""Beautiful brick detached 2 family rebuilt 2017 featuring gorgeous high end finishes, hardwood floors, custom tiles, 6 bedrooms, bonus attic room, detached garage, large backyard, 10 ft wide driveway,separate basement entrance, many green energy features, 1 block from Browne Park, 7 minutes drive to downtown Flushing, quiet residential block and much much more.  Must see to appreciate details and extras!""",https://www.redfin.com/NY/Flushing/30-16-153rd-St-11354/home/20856493
269,2263 E 1 St,,3,2,"903,735","Brooklyn,NY",Multi-Family (2-4 Unit),"2,000 ",85.0,93.0,76.0,"""Gravesend - Nice Brick 2 family semi-detached home for sale. Lot Size (20 x 100) Building Size (17 x 60) Layout: 5 room 2 bedrooms 1 full bathroom over 3 rooms 1 bedroom 1 full bathroom. 2nd floor is vacant. Home needs TLC but has huge upside potential for growth. Owner is highly motivated to make deal. Present all offers.""",https://www.redfin.com/NY/Brooklyn/2263-E-1st-St-11223/home/40856187
270,2555 Batchelder St Unit 4F,,1,1,,"Brooklyn,NY",Condo/Co-op,,84.0,65.0,60.0,"""Don't miss this beautiful, totally renovated 1 bedroom co-op with the size and lay out of a Jr. , parquet floors, new kitchen, this apartment is very bright and sunny: kitchen has a window plus a dinette, bathroom has a window as well, lots of closet space, maint. includes aa, even TV. American Park buildings are being kept in excellent condition both physically and financially. Conveniently located close to shops, transportation, Emmons Avenue, schools and parks.""",https://www.redfin.com/NY/Brooklyn/2555-Batchelder-St-11235/unit-4F/home/40679777
271,1168 Willmohr St,"1,632,500",16,10,"1,722,484","Brooklyn,NY",Multi-Family (5+ Unit),,89.0,100.0,68.0,"""This newly renovated mixed-use building is located in the East Flatbush neighborhood of Brooklyn.  It consists of (1) commercial unit and (6) apartments, monthly rental income over $14,000. Only blocks away from 2,3,4 train, LIRR, and has easy access to Linden Blvd.  **All info deemed reliable but is NOT guaranteed accurate.""",https://www.redfin.com/NY/Brooklyn/1168-Willmohr-St-11212/home/40052709
272,445 Hegeman Ave,"500,000",3,2.5,"548,983","Brooklyn,NY",Single Family Residential,"2,537 ",86.0,100.0,65.0,"""Custom designed corner property. Wood and ceramic flooring. Cozy entertainment basement w/laundry area. Well sized bedrooms converted from 3 br bedrooms. All spacious rooms throughout. Paved brick design patio, bathroom on every floor. Central heating & air conditioning. Every luxury to enjoy. Make this your dream home.""",https://www.redfin.com/NY/Brooklyn/445-Hegeman-Ave-11207/home/40912981
273,115-15 134th St,"733,140",,,"744,282","Queens,NY",Multi-Family (2-4 Unit),"2,850 ",73.0,62.0,55.0,,https://www.redfin.com/NY/Queens/115-15-134th-St-11420/home/20663207
274,428 Beach 127th St,"810,000",,,"822,041","Rockaway Park,NY",Single Family Residential,"2,650 ",80.0,70.0,69.0,,https://www.redfin.com/NY/Rockaway-Park/428-Beach-127th-St-11694/home/20673671
275,163-19 87th St,"930,000",,,"979,723","Jamaica,NY",Single Family Residential,"4,000 ",72.0,54.0,64.0,,https://www.redfin.com/NY/Jamaica/163-19-87th-St-11414/home/20681695
276,159-40 91st St,"825,000",,,"823,428","Jamaica,NY",Single Family Residential,"4,000 ",88.0,70.0,69.0,,https://www.redfin.com/NY/Jamaica/159-40-91st-St-11414/home/20684028
277,138-21 231st St,"578,000",,,"595,650","Queens,NY",Single Family Residential,"3,142 ",73.0,60.0,64.0,,https://www.redfin.com/NY/Queens/138-21-231st-St-11413/home/20690328
278,141-11 184th St,"400,000",,,"541,960","Jamaica,NY",Multi-Family (2-4 Unit),"4,000 ",61.0,67.0,52.0,,https://www.redfin.com/NY/Jamaica/141-11-184th-St-11413/home/20695969
